date,open,high,low,close,volume,ticker
2025-07-17,704.39,705.9,697.105,701.41,11803264.0,META
2025-07-18,702.19,704.71,691.65,704.28,12779752.0,META
2025-07-21,706.8,717.0,705.76,712.965,9404391.0,META
2025-07-22,716.19,716.6,701.41,704.81,8921064.0,META
2025-07-23,706.365,714.6285,704.93,713.58,8771615.0,META
2025-07-24,717.05,723.6239,714.0,714.8,10920836.0,META
2025-07-25,716.915,720.6499,711.9,712.68,8271698.0,META
2025-07-28,715.2,724.7352,712.68,717.63,8715743.0,META
2025-07-29,720.0,724.47,699.91,700.0,13267032.0,META
2025-07-30,708.09,708.5,691.2001,695.21,27077286.0,META
2025-07-31,775.2,784.75,765.51,773.44,38831098.0,META
2025-08-01,760.73,765.9999,745.31,750.01,19028710.0,META
2025-08-04,760.0,776.85,758.41,776.37,15801727.0,META
2025-08-05,776.445,783.1299,763.0,763.46,11640294.0,META
2025-08-06,770.0,773.64,760.4601,771.99,9733910.0,META
2025-08-07,773.49,775.0,759.55,761.83,9019691.0,META
2025-08-08,762.75,769.9,758.58,769.3,7320755.0,META
2025-08-11,770.075,773.4584,764.67,765.87,7611964.0,META
2025-08-12,773.0,793.67,772.43,790.0,14579765.0,META
2025-08-13,791.15,795.4561,778.23,780.08,8811750.0,META
2025-08-14,777.88,787.81,772.51,782.13,8116193.0,META
2025-08-15,784.15,796.25,780.82,785.23,13375361.0,META
2025-08-18,775.085,775.81,756.5601,767.37,16513737.0,META
2025-08-19,767.12,767.17,749.36,751.48,12286690.0,META
2025-08-20,747.57,750.1999,731.0,747.72,11898190.0,META
2025-08-21,744.705,745.5,733.1101,739.1,8876307.0,META
2025-08-22,739.23,756.9,734.39,754.79,10612667.0,META
2025-08-25,754.82,758.88,750.13,753.3,6861158.0,META
2025-08-26,750.8,754.87,747.94,754.1,7601800.0,META
2025-08-27,752.3,754.1499,742.84,747.38,8315435.0,META
2025-08-28,744.0,753.0548,740.795,751.11,7467955.0,META
2025-08-29,745.28,747.14,735.3466,738.7,9070546.0,META
2025-09-02,726.04,736.0,721.7306,735.11,9350857.0,META
2025-09-03,736.0,740.25,733.9893,737.05,7650495.0,META
2025-09-04,748.57,761.16,745.82,748.65,11439078.0,META
2025-09-05,752.615,757.95,745.03,752.45,9663441.0,META
2025-09-08,755.995,766.51,752.02,752.3,13087816.0,META
2025-09-09,757.49,766.3,753.43,765.7,10999026.0,META
2025-09-10,765.13,765.7,751.0,751.98,12478276.0,META
2025-09-11,754.65,757.1,748.37,750.9,7923284.0,META
2025-09-12,748.725,757.5703,743.76,755.59,8248557.0,META
2025-09-15,757.47,774.07,751.985,764.7,10533780.0,META
2025-09-16,767.0,781.36,765.1,779.0,11782482.0,META
2025-09-17,779.99,783.29,766.31,775.715,9400867.0,META
2025-09-18,780.75,788.78,773.36,780.25,10954950.0,META
2025-09-19,786.42,790.8,769.1901,778.38,23696824.0,META
2025-09-22,781.845,785.73,764.47,765.16,11706946.0,META
2025-09-23,769.25,770.6,751.07,755.4,10872592.0,META
2025-09-24,757.5,761.11,752.5251,760.66,8828227.0,META
2025-09-25,753.45,756.765,744.55,748.91,10591065.0,META
2025-09-26,750.0,751.9299,737.3532,743.75,9696338.0,META
2025-09-29,748.72,750.78,739.15,743.4,9246768.0,META
2025-09-30,742.25,742.97,726.3,734.38,16226750.0,META
2025-10-01,721.49,721.8499,710.2,717.34,20419633.0,META
2025-10-02,722.58,727.77,718.14,727.05,11415271.0,META
2025-10-03,729.625,731.0,710.18,710.56,16154305.0,META
2025-10-06,705.185,716.88,690.51,715.66,21654738.0,META
2025-10-07,717.72,718.4999,705.75,713.08,12062928.0,META
2025-10-08,713.45,719.65,707.81,717.84,10790571.0,META
2025-10-09,718.275,733.51,712.44,733.51,12717172.0,META
2025-10-10,730.92,735.27,704.51,705.3,16980091.0,META
2025-10-13,713.01,719.94,707.6413,715.7,9251796.0,META
2025-10-14,707.78,715.55,699.33,708.65,8829757.0,META
2025-10-15,717.06,723.9,709.51,717.55,10246766.0,META
2025-10-16,717.55,725.49,703.88,712.07,9017010.0,META
2025-10-17,707.075,718.54,706.12,716.915,12232441.0,META
2025-10-20,721.19,733.77,720.18,732.17,8900204.0,META
2025-10-21,736.015,738.5,728.75,733.27,7647269.0,META
2025-10-22,733.83,740.6,724.03,733.41,8734491.0,META
2025-10-23,734.7,742.41,733.1,734.0,9855974.0,META
2025-10-24,736.79,741.21,731.15,738.36,9151267.0,META
2025-10-27,749.73,755.75,748.01,750.82,11321080.0,META
2025-10-28,752.63,758.4,745.5201,751.44,12193818.0,META
2025-10-29,754.75,759.155,742.51,751.67,26818592.0,META
2025-10-30,669.15,680.9599,650.17,666.47,88440094.0,META
2025-10-31,674.51,674.89,645.57,648.35,56953169.0,META
2025-11-03,656.0,659.3299,636.18,637.71,33003599.0,META
2025-11-04,628.035,641.7399,626.01,627.32,27356553.0,META
2025-11-05,632.31,642.23,626.5375,635.95,20082909.0,META
2025-11-06,635.85,636.0,618.0,618.94,23628750.0,META
2025-11-07,616.485,622.1348,601.2,621.71,29946826.0,META
2025-11-10,631.09,635.0,618.105,631.76,19245000.0,META
2025-11-11,628.0,629.56,619.39,627.08,13302187.0,META
2025-11-12,628.13,628.99,607.77,609.01,24493272.0,META
2025-11-13,613.07,617.65,603.0,609.89,20973845.0,META
2025-11-14,601.79,613.68,595.2,609.46,20724146.0,META
2025-11-17,609.035,611.69,595.4,602.01,16501331.0,META
2025-11-18,591.6,603.66,583.78,597.69,25500647.0,META
2025-11-19,593.715,595.33,581.25,590.32,24744703.0,META
2025-11-20,603.5,606.72,583.35,589.15,20603024.0,META
2025-11-21,588.5,598.12,581.86,594.25,21052624.0,META
2025-11-24,598.72,616.7,597.6301,613.05,23554932.0,META
2025-11-25,624.0,637.045,618.3,636.22,25212978.0,META
2025-11-26,637.69,638.36,631.63,633.61,15209481.0,META
2025-11-28,636.075,648.05,635.5,647.95,11033198.0,META
2025-12-01,639.55,645.32,637.76,640.87,13029922.0,META
2025-12-02,642.34,647.87,638.07,647.1,11640869.0,META
2025-12-03,644.41,648.8499,637.55,639.6,11134305.0,META
2025-12-04,676.0,676.1,660.05,661.53,29874622.0,META
2025-12-05,664.0,674.69,662.3947,673.42,20940125.0,META
