date,open,high,low,close,volume,dividends,stock_splits,ticker
2025-06-02 00:00:00-04:00,361.41688704860263,369.61620077668067,358.61737054779627,368.839111328125,25159700,0.0,0.0,V
2025-06-09 00:00:00-04:00,368.4107226753942,374.10938876893033,343.71317879339284,351.5339050292969,33727600,0.0,0.0,V
2025-06-16 00:00:00-04:00,355.1603338952784,358.8764324776437,333.6708099966599,337.30718994140625,47135000,0.0,0.0,V
2025-06-23 00:00:00-04:00,336.24117611167117,353.23754246297136,334.378155793075,347.3097229003906,39993000,0.0,0.0,V
2025-06-30 00:00:00-04:00,348.04697611015047,357.66097678704637,347.7580492593055,357.521484375,22567700,0.0,0.0,V
2025-07-07 00:00:00-04:00,357.5812927179175,358.3185228937425,343.10548877187523,346.63226318359375,33103400,0.0,0.0,V
2025-07-14 00:00:00-04:00,346.0942957288571,350.65719955549713,343.72316795023676,347.7480773925781,25709500,0.0,0.0,V
2025-07-21 00:00:00-04:00,347.7580660197609,356.3160232032684,347.10052405360483,355.70831298828125,24018700,0.0,0.0,V
2025-07-28 00:00:00-04:00,355.050737344916,356.98350373987336,336.8389214283981,338.0842590332031,40753400,0.0,0.0,V
2025-08-04 00:00:00-04:00,340.42552733252876,343.0955240761852,327.47401519549817,335.52386474609375,35446000,0.0,0.0,V
2025-08-11 00:00:00-04:00,335.474029580678,347.0606248853168,333.26230882254947,343.1851501464844,28262600,0.59,0.0,V
2025-08-18 00:00:00-04:00,343.1602669161822,350.5057329383481,339.0484165230764,349.3480224609375,25338000,0.0,0.0,V
2025-08-25 00:00:00-04:00,348.9188710143815,352.7313268900132,346.7631677376191,351.0845947265625,28086100,0.0,0.0,V
2025-09-01 00:00:00-04:00,348.61946118422105,351.93290532434384,339.52748498298126,342.54150390625,18889000,0.0,0.0,V
2025-09-08 00:00:00-04:00,341.66325381143093,345.6353970559847,335.7749231059798,338.7590026855469,24591600,0.0,0.0,V
2025-09-15 00:00:00-04:00,339.936638749738,345.5156147677413,332.8107695428631,340.9346618652344,36859600,0.0,0.0,V
2025-09-22 00:00:00-04:00,338.3398365441134,344.5774812079469,333.8487323861532,336.70306396484375,35989800,0.0,0.0,V
2025-09-29 00:00:00-04:00,336.7130473520344,352.46185107273504,334.886647974153,349.1484069824219,34160900,0.0,0.0,V
2025-10-06 00:00:00-04:00,349.3180850262106,354.2982106921554,342.5714389298094,342.97064208984375,24438700,0.0,0.0,V
2025-10-13 00:00:00-04:00,343.04051076872315,349.3879232432178,333.5094020793818,341.2141418457031,26048500,0.0,0.0,V
2025-10-20 00:00:00-04:00,341.2241203299304,348.9588000016639,338.26998023495,346.69329833984375,24655100,0.0,0.0,V
2025-10-27 00:00:00-04:00,348.31008740598605,350.2861842533006,337.5015098426867,340.06640625,34920800,0.0,0.0,V
2025-11-03 00:00:00-05:00,340.32590988967735,341.43370101793164,333.05031226165954,335.3557434082031,30269100,0.0,0.0,V
2025-11-10 00:00:00-05:00,335.98448249035016,343.5794543896301,328.379551070644,329.3675842285156,27522700,0.67,0.0,V
2025-11-17 00:00:00-05:00,331.1600036621094,333.3599853515625,318.0,327.9800109863281,38172200,0.0,0.0,V
2025-11-24 00:00:00-05:00,329.239990234375,336.05999755859375,326.0,333.7900085449219,23804873,0.0,0.0,V
