date,open,high,low,close,volume,ticker
2025-06-13,469.7,480.415,466.96,474.96,84010090.0,MSFT
2025-06-20,475.21,483.46,474.08,477.4,86142890.0,MSFT
2025-06-27,478.21,499.3,472.51,495.94,120782782.0,MSFT
2025-07-03,497.04,500.76,488.7,498.84,78618836.0,MSFT
2025-07-11,497.38,506.78,494.11,503.32,77445981.0,MSFT
2025-07-18,501.515,514.64,501.03,510.05,80853219.0,MSFT
2025-07-25,506.705,518.29,500.7,513.71,79564733.0,MSFT
2025-08-01,514.08,555.45,509.435,524.11,137752650.0,MSFT
2025-08-08,528.27,538.25,517.5511,522.04,97486428.0,MSFT
2025-08-15,522.3,532.7,519.08,520.17,103984799.0,MSFT
2025-08-22,521.585,522.82,502.41,507.23,115732039.0,MSFT
2025-08-29,506.63,511.09,498.51,506.69,108729343.0,MSFT
2025-09-05,500.465,511.97,492.37,495.0,81627481.0,MSFT
2025-09-12,498.105,512.55,495.03,509.9,95299865.0,MSFT
2025-09-19,508.79,519.3,505.93,517.93,124060082.0,MSFT
2025-09-26,515.59,517.74,505.04,511.46,85342202.0,MSFT
2025-10-03,511.5,521.6,508.88,517.35,96313547.0,MSFT
2025-10-10,518.61,531.03,509.63,510.96,91844678.0,MSFT
2025-10-17,516.41,517.19,506.0,513.58,79090522.0,MSFT
2025-10-24,514.61,525.345,513.04,523.61,78770410.0,MSFT
2025-10-31,531.78,553.72,515.1,517.81,159773915.0,MSFT
2025-11-07,519.805,524.96,493.25,496.82,117643516.0,MSFT
2025-11-14,500.035,513.5,497.44,510.18,124435211.0,MSFT
2025-11-21,508.45,512.12,468.27,472.12,134724970.0,MSFT
2025-11-28,475.0,492.63,464.89,492.01,102536648.0,MSFT
2025-12-05,488.435,493.4999,475.2,483.16,123068682.0,MSFT
