date,open,high,low,close,volume,ticker
2025-06-30,200.28,207.39,195.07,205.17,1100504397.0,AAPL
2025-07-31,206.665,216.23,206.1401,207.57,1079935847.0,AAPL
2025-08-29,210.865,235.12,201.5,232.14,1218125232.0,AAPL
2025-09-30,229.25,257.6,225.95,254.63,1265170319.0,AAPL
2025-10-31,255.04,277.32,244.0,270.37,1097142365.0,AAPL
2025-11-28,270.42,280.38,265.32,278.85,876481453.0,AAPL
2025-12-05,278.01,288.62,276.14,278.78,235050842.0,AAPL
