date,open,high,low,close,volume,ticker
2025-06-30,263.02,292.65,260.31,289.91,174367151.0,JPM
2025-07-31,290.89,301.2931,280.31,296.24,198596608.0,JPM
2025-08-29,290.4,302.95,284.2376,301.42,148830272.0,JPM
2025-09-30,300.26,318.01,291.44,315.43,182419139.0,JPM
2025-10-31,313.97,314.59,290.5448,311.12,189429731.0,JPM
2025-11-28,311.0,322.25,292.8101,313.08,150186352.0,JPM
2025-12-05,312.95,318.49,306.8,315.04,39217814.0,JPM
